已提交的虛擬內存 [兆字節],可用虛擬內存 [兆字節],虛擬內存負載 [%],使用的物理內存 [兆字節],可用物理內存 [兆字節],物理內存負載 [%],Core VIDs (avg) [V],Core 0 VID [V],Core 1 VID [V],Core 2 VID [V],Core 3 VID [V],Core 4 VID [V],Core 5 VID [V],Core 6 VID [V],Core 7 VID [V],核心時脈 (avg) [兆赫],Core 0 時脈 [兆赫],Core 1 時脈 [兆赫],Core 2 時脈 [兆赫],Core 3 時脈 [兆赫],Core 4 時脈 [兆赫],Core 5 時脈 [兆赫],Core 6 時脈 [兆赫],Core 7 時脈 [兆赫],總線時脈 [兆赫],Ring/LLC 時脈 [兆赫],核心有效時脈 (avg) [兆赫],Core 0 T0 有效時脈 [兆赫],Core 0 T1 有效時脈 [兆赫],Core 1 T0 有效時脈 [兆赫],Core 1 T1 有效時脈 [兆赫],Core 2 T0 有效時脈 [兆赫],Core 2 T1 有效時脈 [兆赫],Core 3 T0 有效時脈 [兆赫],Core 3 T1 有效時脈 [兆赫],Core 4 T0 有效時脈 [兆赫],Core 4 T1 有效時脈 [兆赫],Core 5 T0 有效時脈 [兆赫],Core 5 T1 有效時脈 [兆赫],Core 6 T0 有效時脈 [兆赫],Core 6 T1 有效時脈 [兆赫],Core 7 T0 有效時脈 [兆赫],Core 7 T1 有效時脈 [兆赫],平均有效時脈 [兆赫],核心溫度 (avg) [℃],Core 0 [℃],Core 1 [℃],Core 2 [℃],Core 3 [℃],Core 4 [℃],Core 5 [℃],Core 6 [℃],Core 7 [℃],磁芯到 TjMAX 的距離 (avg) [℃],Core 0 到 TjMAX 的距離 [℃],Core 1 到 TjMAX 的距離 [℃],Core 2 到 TjMAX 的距離 [℃],Core 3 到 TjMAX 的距離 [℃],Core 4 到 TjMAX 的距離 [℃],Core 5 到 TjMAX 的距離 [℃],Core 6 到 TjMAX 的距離 [℃],Core 7 到 TjMAX 的距離 [℃],CPU整體 [℃],核心最大值 [℃],CPU整體 [℃]_1,CPU IA 內核 [℃],CPU GT 內核（圖形） [℃],VR VCC 溫度 (SVID) [℃],CPU整體功耗 [W],IA 內核功耗 [W],系統 Agent 能量消耗 [W],剩餘芯片功耗 [W],PL1 功率限制 [W],PL2 功率限制 [W],內存時脈 [兆赫],Tcas [T],Trcd [T],Trp [T],Tras [T],Trc [T],Trfc [T],Command Rate [T],Gear Mode [],CPU [℃],系統 [℃],MOS [℃],PCH [℃],CPU Socket [℃],T0 [℃],T1 [℃],+12V [V],VCCIO2 [V],Vcore [V],VIN3 [V],DRAM [V],VCCIO [V],VCCSA [V],VIN7 [V],+3.3V [V],CPU [RPM],系統 1 [RPM],系統 2 [RPM],系統 3 [RPM],V0 [V],V1 [V],+5V [V],DIMM[1] 溫度 (BANK 0/控制器0-ChannelA-DIMM1) [℃],DIMM[3] 溫度 (BANK 1/控制器0-ChannelB-DIMM1) [℃],讀取率 [MB/s]_17,寫入率 [MB/s]_18,讀取總數 [兆字節]_19,寫入總計 [兆字節]_20,讀取率 [MB/s]_21,寫入率 [MB/s]_22,讀取總數 [兆字節]_23,寫入總計 [兆字節]_24,GPU 溫度 [℃],GPU 內存結溫 [℃],GPU熱點溫度 [℃],GPU核心電壓 [V],GPU 線路電壓 (avg) [V],GPU PCIe +12V 輸入 電壓 [V],GPU 8-pin #1 輸入 電壓 [V],GPU 8-pin #2 輸入 電壓 [V],GPU 8-pin #3 輸入 電壓 [V],GPU Misc0 輸入 電壓 [V],GPU Misc1 輸入 電壓 [V],GPU SRAM 輸出 電壓 [V],GPU 風扇1 [RPM],GPU 風扇2 [RPM],GPU 能量消耗 [W],GPU 線路功耗 (avg) [W],GPU Core (NVVDD) 輸入 能量消耗 (sum) [W],GPU SRAM 輸入 能量消耗 (sum) [W],GPU PCIe +12V 輸入 能量消耗 [W],GPU 8-pin #1 輸入 能量消耗 [W],GPU 8-pin #2 輸入 能量消耗 [W],GPU 8-pin #3 輸入 能量消耗 [W],GPU Misc0 輸入 能量消耗 [W],GPU Misc1 輸入 能量消耗 [W],GPU Core (NVVDD2) 輸入 能量消耗 (sum) [W],GPU 輸入 PP Source 能量消耗 (sum) [W],GPU HV0 輸入 能量消耗 (sum) [W],GPU Core (NVVDD) 輸出 能量消耗 (sum) [W],GPU Core (NVVDD) 輸出 能量消耗 [W],GPU Core (NVVDD) 輸出 能量消耗 [W]_29,GPU SRAM 輸出 能量消耗 [W],GPU 時脈 [兆赫],GPU內存時脈 [兆赫],GPU Video 時脈 [兆赫],GPU 有效時脈 [兆赫],GPU 風扇1 [%],GPU 風扇2 [%],Total GPU 能量消耗 (normalized) [% of TDP] [%],Total GPU 能量消耗 [% of TDP] [%],分配的 GPU 內存 [兆字節],GPU D3D 內存專用 [兆字節],GPU D3D 內存動態 [兆字節],PCIe 鏈接速度 [GT/s],總下載量 [兆字節],總上傳 [兆字節],當前下載速度 [KB/s],當前上傳速率 [KB/s],幀率 [FPS],幀時間 [ms],Column1
28723,8806,76.5,12501,20163,38.2,1.257,1.26,1.269,1.255,1.251,1.251,1.251,1.258,1.258,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2872.3,2629.6,2762,2987.8,2910.6,2929.3,2889.3,3010.4,2929.9,2905.7,2878,3006.3,2813.3,2726.6,2771.5,2894,2911.9,2872.3,73,72,71,73,74,74,74,70,74,27,28,29,27,26,26,26,30,26,74,74,75,75,61,62,128.315,112.126,6.364,9.854,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,75,59,64,68,66,23,13.5,11.928,1.284,1.242,1.05,1.34,1.054,1.25,1.536,3.308,1840,3333,1182,1116,0.034,1.31,4.93,58,56.5,0,0.025,4159,1685,0,0,19622,2,80.1,88,89.7,1.075,10.431,11.871,12.029,12.053,12.037,12.01,11.97,1.044,2119,2122,329.893,103.813,150.631,55.462,46.535,112.468,72.838,63.35,37.003,46.36,206.095,88.338,247.975,174.683,80.722,127.642,47.092,1965,2375.5,1725,1906.9,68,68,93,84.1,10350,10196,742,16,24,16,0.286,0,137,8.9,
28727,8802,76.5,12515,20149,38.3,1.241,1.226,1.243,1.243,1.243,1.243,1.243,1.248,1.242,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2650.8,2567.9,2502.6,2968.1,2497.3,2821.1,2375.4,2811.2,2579.7,2840.9,2567.8,2922,2588.9,2664.3,2421.8,2725,2559.5,2650.8,73,75,70,73,74,75,72,72,71,27,25,30,27,26,25,28,28,29,76,75,77,77,61,62,130.841,114.322,6.549,10.001,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,75,59,64,68,66,23.5,13.5,11.904,1.282,1.24,1.052,1.34,1.052,1.25,1.536,3.312,1898,3342,1096,1114,0.074,1.061,4.92,58,56.5,0,0.015,4159,1685,0.1,0,19622,2,80.3,88,89.8,1.075,10.432,11.87,12.029,12.051,12.035,12.007,11.966,1.069,2121,2118,307.888,103.79,160.599,58.636,48.348,115.306,77.525,67.72,37.03,49.011,219.231,88.796,259.774,181.177,12.558,131.731,49.415,1965,2375.5,1725,1954,68,68,88.1,88,10350,10196,742,16,24,16,0.987,1.418,100,12.4,
28733,8796,76.5,12517,20148,38.3,1.251,1.256,1.246,1.242,1.242,1.237,1.282,1.243,1.259,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,2740.2,2637.6,2590.3,2900.7,2696.4,2898.6,2527.3,2856,2728.5,2925.5,2647.6,2957.7,2635.4,2712.4,2611.9,2880.2,2636.5,2740.2,73,74,72,74,74,73,74,71,74,27,26,28,26,26,27,26,29,26,75,74,74,74,61,62,131.677,115.138,6.562,10.009,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,75.5,59,64,68,66,23.5,13.5,11.904,1.284,1.242,1.052,1.34,1.052,1.25,1.536,3.304,1863,3370,1121,1113,0.03,1.301,4.925,58,56.5,0,0.031,4159,1685,0,0,19622,2,80.5,88,90.3,1.025,10.423,11.856,12.028,12.043,12.028,12.005,11.96,1.044,2114,2113,315.377,114.044,178.409,61.653,52.097,119.943,85.46,75.845,38.751,51.502,240.054,92.427,280.441,201.327,31.356,148.294,53.1,1935,2375.5,1695,1954.3,68,68,88.1,95,10350,10196,742,16,24,16,0.412,0.051,117,6.1,
28740,8789,76.5,12528,20137,38.3,1.261,1.251,1.253,1.253,1.253,1.273,1.273,1.273,1.258,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,3029.9,2811.1,2922.3,3152.9,3079.1,3092.8,2954.5,3150.2,3045,3103.8,3022.4,3181.1,3000,2878,2969.8,3135.8,2980,3029.9,73,73,71,74,74,73,72,71,72,28,27,29,26,26,27,28,29,28,75,74,75,75,61,62,132.435,115.981,6.517,9.966,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,75.5,58.5,64,68,66,23.5,13.5,11.88,1.284,1.24,1.052,1.34,1.052,1.25,1.534,3.308,1863,3361,1171,1119,0.031,1.302,4.925,58,56.5,0,0.057,4159,1685,0,0,19622,2,81.2,88,90.7,1.044,10.419,11.851,12.022,12.039,12.024,11.997,11.955,1.044,2119,2113,339.142,111.724,177.071,61.266,52.098,119.873,84.885,75.198,38.81,51.193,238.335,92.865,279.172,196.406,12.223,144.858,51.613,1950,2375.5,1710,1933.8,68,68,87.3,94.6,10350,10196,742,16,24,16,1.198,0,141,7.7,
28736,8792,76.5,12526,20138,38.3,1.251,1.251,1.24,1.245,1.25,1.25,1.246,1.265,1.26,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,3040.5,2865.4,2874.9,3097.8,3078.8,3156.4,2936.3,3187.2,2969.9,3088.4,3069.9,3196.2,3028.8,2990.2,2953.4,3118.9,3035.1,3040.5,74,75,71,74,76,74,75,72,72,26,25,29,26,24,26,25,28,28,76,76,75,75,61,62,133.61,117.131,6.53,9.98,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,76,59,64,68,66,23.5,13.5,11.904,1.284,1.24,1.052,1.34,1.054,1.25,1.536,3.304,1920,3361,1178,1119,0.037,1.122,4.925,58,56.5,0,0.063,4159,1685,0.067,0,19622,2,81.2,88,90.9,1.025,10.418,11.857,12.027,12.044,12.026,11.998,11.955,1.019,2119,2117,342.398,117.58,183.169,63.065,53.572,122.216,87.57,78.023,39.258,52.688,246.242,94.281,287.028,222.361,11.869,165.144,57.217,1935,2375.5,1695,1931.6,68,68,91.1,97.3,10350,10196,742,16,24,16,0.424,0.945,145,8.7,
28739,8790,76.5,12528,20136,38.3,1.25,1.251,1.249,1.252,1.252,1.252,1.243,1.243,1.259,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2959.1,2753.7,2852.1,3124.5,2950.7,3035.3,2832.7,3073.1,2972.8,3040.4,2925.9,3167.6,2917.7,2870.3,2839.7,3092.3,2897,2959.1,74,74,72,75,74,74,75,73,72,26,26,28,25,26,26,25,27,28,74,75,75,75,61,62,131.592,115.16,6.505,9.958,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,75.5,59,64,68,66,23.5,13.5,11.904,1.284,1.24,1.052,1.34,1.054,1.25,1.534,3.308,1872,3361,1102,1114,0.037,1.308,4.92,58,56.5,0.007,0.051,4159,1685,0,0,19622,2,81.4,88,91.2,1.025,10.418,11.855,12.027,12.042,12.025,12.001,11.957,1.019,2119,2117,340.256,117.101,182.815,62.372,53.136,121.533,87.518,77.751,39.111,52.107,245.192,93.89,286.02,215.388,24.285,160.52,54.875,1935,2375.5,1695,1926,68,68,90.5,96.9,10350,10196,743,16,24,16,0.711,0.03,148,6.5,
28738,8791,76.5,12527,20138,38.3,1.252,1.239,1.252,1.247,1.261,1.253,1.258,1.248,1.253,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,3062.6,2830.7,2939.1,3262.6,3074.8,3141.8,2938.6,3150.8,3094.7,3099.6,3074.9,3206.4,3025.6,3003.2,2956.5,3148.2,3054.9,3062.6,74,73,70,76,76,75,74,74,73,26,27,30,24,24,25,26,26,27,74,76,75,75,61,62,133.53,117.05,6.537,9.973,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,75.5,59,64,68,66,23,13.5,11.904,1.284,1.24,1.052,1.34,1.052,1.25,1.534,3.308,1863,3370,1103,1120,0.031,1.302,4.925,58,56.5,0,0.048,4159,1685,0,0,19622,2,81.5,88,91,1.044,10.418,11.848,12.025,12.037,12.022,11.997,11.951,1.044,2126,2124,342.519,123.147,186.517,64.282,53.966,123.496,89.121,79.443,39.423,53.694,250.807,94.414,291.287,217.926,84.812,162.397,55.612,1950,2375.5,1710,1933.9,68,68,97.3,98.6,10350,10196,743,16,24,16,0.493,0,147,5.6,
28741,8788,76.5,12529,20135,38.3,1.26,1.256,1.28,1.28,1.253,1.253,1.253,1.253,1.253,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,3051.6,2878.6,2901.2,3222.7,3021,3131,2956.3,3094.5,3104,3096.9,3066.3,3195.3,3055,2973.9,2962.5,3168.9,2997.3,3051.6,73,74,71,75,74,73,72,72,72,27,26,29,25,26,27,28,28,28,75,75,75,75,60,62,133.715,117.247,6.529,9.969,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,76,59,64,68,66,23,13.5,11.904,1.284,1.24,1.052,1.34,1.054,1.25,1.536,3.308,1860,3351,1174,1119,0.056,1.399,4.925,58,56.5,0,0,4159,1685,0,0,19622,2,81.5,88,91.3,1.044,10.42,11.857,12.029,12.044,12.029,12.005,11.961,1.019,2123,2122,342.108,114.431,181.732,61.62,52.715,120.779,86.992,77.26,39.136,51.47,243.351,93.602,284.291,202.115,19.286,149.997,52.117,1950,2375.5,1710,1931.6,68,68,97.6,96.3,10350,10196,743,16,24,16,0.757,1.399,146,6.2,
28745,8783,76.5,12524,20141,38.3,1.256,1.261,1.248,1.247,1.26,1.26,1.26,1.25,1.265,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,3033.1,2768.4,2970.6,3163.6,3048.2,3152.6,2934.9,3113.5,3048.1,3059.6,3040.3,3147.8,3056.3,2948.9,2947.1,3126.9,3002.5,3033.1,73,72,69,74,73,75,74,72,71,28,28,31,26,27,25,26,28,29,75,75,76,76,61,62,133.161,116.674,6.541,9.975,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,75.5,59,64,68,66,23,13.5,11.904,1.284,1.24,1.052,1.34,1.054,1.25,1.534,3.304,1913,3370,1175,1112,0.054,1.153,4.925,58,56.5,0,0.027,4159,1685,0,0,19622,2,81.5,88,91.5,1.044,10.422,11.854,12.027,12.042,12.025,12.002,11.957,1.044,2116,2124,343.779,118.68,186.547,64.213,54.136,123.401,89.149,79.44,39.27,53.625,250.757,94.558,291.252,220.577,12.617,163.955,56.703,1950,2375.5,1710,1932.8,68,68,98.1,98.7,10350,10196,743,16,24,16,3.386,0.299,146,7.1,
28750,8778,76.6,12530,20135,38.3,1.247,1.218,1.257,1.241,1.253,1.253,1.253,1.252,1.252,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,3051,2888.7,2994.8,3176.4,3040.7,3132,2952.5,3149.7,3074.3,3088.3,3031.4,3189.6,3051.1,2958,2945,3086.7,3056.9,3051,73,74,72,74,74,73,73,73,72,27,26,28,26,26,27,27,27,28,74,74,74,74,60,62,133.332,116.857,6.536,9.97,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,75.5,59,64,68,66,23.5,13.5,11.904,1.284,1.24,1.052,1.34,1.054,1.25,1.536,3.308,1863,3370,1185,1118,0.031,1.3,4.92,58,56.5,0,0,4159,1685,0,0,19622,2,81.9,88,91.4,1.044,10.418,11.85,12.025,12.039,12.023,11.998,11.952,1.044,2126,2125,342.324,119.61,184.283,62.976,53.478,122.232,88.055,78.483,39.268,52.6,247.25,94.182,288.012,208.58,66.089,154.892,53.765,1950,2375.5,1710,1931.3,68,68,93.1,98.7,10350,10196,743,16,24,16,1.8,0.118,146,6.3,
28746,8783,76.5,12527,20137,38.3,1.242,1.264,1.243,1.243,1.233,1.236,1.236,1.241,1.241,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,3050.8,2847.5,2961.2,3152.9,3038.1,3120.3,2942.6,3194.2,3032.1,3124.7,3072.4,3172.5,3043.6,2947.1,2988.9,3164.7,3009.9,3050.8,73,73,72,75,74,73,75,72,72,27,27,28,25,26,27,25,28,28,76,75,75,75,61,62,133.314,116.846,6.521,9.976,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,75.5,58.5,64,68,66,23,13.5,11.88,1.284,1.238,1.052,1.34,1.052,1.248,1.534,3.304,1898,3361,1185,1118,0.053,1.4,4.93,58,56.5,0,0.032,4159,1686,0,0,19622,2,81.3,88,91,1.025,10.419,11.853,12.029,12.042,12.027,12.005,11.959,1.019,2126,2125,343.397,119.793,183.521,61.554,53.161,121.154,87.702,78.126,39.387,51.4,245.072,94.302,286.26,201.485,92.278,149.964,51.525,1935,2375.5,1695,1933.3,68,68,96.7,97,10350,10196,743,16,24,16,0.34,0,146,6.3,
28751,8777,76.6,12531,20133,38.3,1.251,1.252,1.242,1.242,1.252,1.267,1.267,1.243,1.247,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,3048.8,2812.7,2921.2,3125.2,3123.1,3152.3,2911,3134.5,3056.2,3130.8,3063.3,3252.5,3014.5,2995.7,2914.9,3161.8,3010.4,3048.8,74,73,70,76,76,75,76,71,72,26,27,30,24,24,25,24,29,28,76,76,77,77,60,62,133.35,116.867,6.54,9.975,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,75.5,59,64,68,66,23.5,13.5,11.88,1.284,1.238,1.05,1.34,1.054,1.25,1.534,3.304,1883,3361,1141,1113,0.076,1.063,4.915,58,56.5,0,0.032,4159,1686,0,0,19622,2,81.6,90,91.4,1.025,10.417,11.848,12.024,12.037,12.02,11.997,11.949,1.044,2119,2122,340.98,113.67,181.656,62.315,52.866,121.154,87.027,77.123,39.016,52.038,243.963,93.435,284.593,198.799,12.195,146.656,52.21,1935,2375.5,1695,1932.2,68,68,92.3,96.4,10350,10196,743,16,24,16,0.295,0,144,6.3,
28751,8778,76.6,12532,20133,38.3,1.255,1.235,1.255,1.255,1.255,1.255,1.271,1.271,1.244,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2800.1,2649.2,2585.8,3031,2805.6,2997.8,2595.1,2941.9,2746.9,2903.4,2702.3,2955.6,2840.5,2792.1,2605.3,2856.6,2792.9,2800.1,73,73,71,74,74,75,74,73,72,27,27,29,26,26,25,26,27,28,75,75,74,74,61,62,132.091,115.553,6.562,10.005,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,75.5,59.5,64,68,66,23,13.5,11.928,1.284,1.238,1.05,1.34,1.052,1.25,1.536,3.308,1875,3389,1102,1113,0.026,1.349,4.925,58,56.5,0,0.031,4159,1686,0,0,19622,2,79.8,88,89.7,1.075,10.432,11.869,12.028,12.049,12.033,12.007,11.968,1.069,2124,2129,307.314,107.448,156.201,57.099,47.308,113.28,75.488,65.758,36.803,47.728,213.299,87.719,253.797,187.325,82.605,137.522,49.786,1965,2375.5,1725,1953.4,68,68,87.8,86.8,10350,10196,743,16,24,16,0.5,0,98,10.1,
28750,8779,76.6,12529,20136,38.3,1.26,1.27,1.261,1.261,1.261,1.261,1.259,1.255,1.25,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,2184.2,2040,2038.2,2528.9,2174.6,2338.8,2032,2228.9,2121.7,2251.9,2073,2397.7,2194.2,2207.8,2082.4,2186,2051.9,2184.2,70,72,67,73,71,70,72,69,69,30,28,33,27,29,30,28,31,31,73,73,73,73,60,62,117.779,101.651,6.295,9.865,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,72.5,59,64,68,66,23.5,13.5,11.952,1.284,1.244,1.05,1.34,1.052,1.248,1.538,3.312,1866,3389,1123,1119,0.03,1.302,4.925,58,56.5,0,0.062,4159,1686,0.186,0,19622,2,74.5,86,84.9,1.075,10.471,11.938,12.044,12.101,12.076,12.044,12.027,1.069,2135,2137,182.776,56.844,70.183,33.877,29.546,87.21,35.929,27.256,32.388,28.263,104.059,75.849,150.364,83.47,10.776,56.978,26.511,1965,2375.5,1725,1962.5,68,68,54.9,51.4,10350,10196,743,16,24,16,0.883,0.031,223,3.2,
28753,8776,76.6,12531,20133,38.3,1.253,1.253,1.249,1.264,1.264,1.248,1.248,1.248,1.244,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2382.3,2153.8,2198.1,2602.2,2345.1,2477.3,2291,2549.1,2437.1,2484.6,2405.2,2616.2,2258.1,2344.1,2228.4,2451.5,2274.6,2382.3,70,70,68,71,71,71,71,68,69,30,30,32,29,29,29,29,32,31,73,71,73,73,60,62,118.072,102.079,6.208,9.816,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,73.5,59,64,68,66,23,13.5,12,1.284,1.244,1.052,1.34,1.054,1.25,1.54,3.316,1820,3287,1114,1110,0.076,1.066,4.935,58,56.5,0.007,0.252,4159,1686,0,0,19622,2,69.5,80,77.5,0.738,10.443,11.961,12.055,12.12,12.086,12.066,12.052,0.762,2128,2129,94.69,28.713,27.033,11.232,15.214,54.342,14.787,9.548,23.155,9.364,38.265,55.63,78.679,38.162,17.117,27.123,11.043,1020,1250.5,990,1098.1,64,64,33.7,26.8,10350,10196,742,16,24,16,1.659,1.396,258,3.9,
28749,8779,76.6,12536,20128,38.3,1.251,1.258,1.242,1.242,1.242,1.257,1.252,1.257,1.257,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2318.5,2101,2174.1,2559.5,2277.2,2450.2,2153.9,2546.7,2206.4,2379.7,2335.3,2540.6,2286.4,2318,2137.8,2395.2,2234.6,2318.5,71,70,69,73,71,71,71,69,71,29,30,31,27,29,29,29,31,29,73,73,73,73,60,62,116.645,100.674,6.193,9.807,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,73,59,64,68,66,23,13.5,12,1.284,1.244,1.052,1.34,1.052,1.25,1.538,3.312,1820,3166,1136,1079,0.048,1.154,4.93,58,56.5,0.082,0.033,4159,1686,0,0,19622,2,68.4,80,76.3,0.738,10.443,11.962,12.055,12.121,12.084,12.065,12.051,0.762,2054,2055,92.628,27.884,25.806,11.062,14.941,54.113,14.012,9.22,23.104,9.219,36.868,55.418,77.338,37.737,11.731,26.579,11.117,930,1250.5,990,976.9,55,55,33.3,26.4,10350,10196,742,16,24,16,5.044,0.959,257,3.8,
28753,8775,76.6,12539,20125,38.3,1.249,1.255,1.247,1.252,1.261,1.242,1.242,1.242,1.251,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,2305,2127.2,2180.1,2521.3,2278.6,2471.9,2149.7,2435.3,2298.4,2384.8,2317.8,2476.7,2221.9,2258,2152.4,2381.2,2224.4,2305,71,70,68,75,72,71,71,70,69,29,30,32,25,28,29,29,30,31,75,75,74,74,60,62,116.454,100.494,6.191,9.8,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,73,59.5,64,68,65.5,23.5,13.5,12,1.284,1.244,1.052,1.34,1.052,1.25,1.538,3.312,1857,2970,1075,1026,0.036,1.309,4.93,58,56.5,0,0.033,4159,1686,0,0,19622,2,67.6,78,75.4,0.738,10.442,11.962,12.054,12.12,12.083,12.064,12.051,0.762,1917,1900,91.378,27.697,24.761,10.864,14.881,53.856,13.271,9.014,23.078,9.062,35.624,55.403,76.137,36.777,15.942,25.981,10.805,855,1250.5,990,895.3,53,53,33.4,26,10350,10196,742,16,24,16,1.067,0,257,3.9,
28734,8795,76.5,12532,20133,38.3,1.253,1.28,1.236,1.241,1.245,1.266,1.25,1.25,1.256,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2245.8,2180.1,2156.6,2548.5,2199.6,2404.9,2097.4,2325.2,2192.2,2200.3,2155.2,2429.8,2269.2,2289.9,2092.2,2255,2136,2245.8,73,72,71,73,76,75,72,71,72,27,28,29,27,24,25,28,29,28,76,76,76,76,61,62,119.522,103.392,6.304,9.855,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,74.5,59,64,70,65.5,23,13.5,11.928,1.284,1.242,1.052,1.34,1.054,1.25,1.536,3.312,1872,2905,1024,990,0.078,1.409,4.94,58,56.5,0,0.047,4159,1687,0,0,19622,2,74.6,82,84,1.081,10.427,11.867,12.026,12.049,12.031,12.006,11.964,1.05,1777,1757,158.611,98.793,146.804,54.902,45.723,111.371,70.834,61.9,36.595,45.881,201.706,87.378,243.42,162.717,49.94,117.466,45.251,1980,2375.5,1740,824.5,52,52,88.9,82.6,10350,10196,742,16,24,16,0.389,0.03,129,7,
28738,8791,76.5,12538,20127,38.3,1.247,1.253,1.242,1.242,1.246,1.249,1.249,1.249,1.249,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,2989.9,2726.6,2837.9,3184.4,2945.1,3100.8,2820.2,3128.2,2969.9,3088.9,2926.1,3079.5,3018.7,2941.9,2916.3,3147.1,3007.3,2989.9,76,75,71,79,79,78,78,74,75,24,25,29,21,21,22,22,26,25,78,79,79,79,61,62,132.689,116.231,6.531,9.964,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,75.5,59,64,68,65.5,23,13.5,11.928,1.284,1.24,1.052,1.34,1.054,1.25,1.534,3.308,1866,3022,968,969,0.024,1.329,4.92,58,56.5,0,0.053,4159,1687,0,0,19622,2,77.1,84,86.9,1.05,10.418,11.851,12.023,12.037,12.021,11.997,11.951,1.044,1669,1646,333.291,113.078,177.619,61.32,52.083,120.095,84.598,75.96,38.715,51.222,238.937,92.98,279.892,203.814,15.047,151.683,52.207,1965,2375.5,1725,1948.7,52,52,87.6,94.8,10350,10196,742,16,24,16,0.29,0,152,6.2,
28738,8790,76.5,12532,20132,38.3,1.248,1.251,1.255,1.25,1.249,1.244,1.244,1.247,1.247,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2978.2,2758.4,2832.5,3119.4,3011.3,3071.9,2815.5,3141.1,2966.6,3083.2,2929.7,3148,2967.5,2921.9,2869.9,3088.6,2926,2978.2,73,74,72,74,73,74,74,72,73,27,26,28,26,27,26,26,28,27,74,74,75,75,61,62,132.63,116.162,6.534,9.961,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,75.5,59,64,70,65.5,23,13.5,11.904,1.284,1.24,1.052,1.34,1.054,1.25,1.534,3.308,1951,3157,1023,984,0.035,1.307,4.925,58,56.5,0,0.036,4159,1687,0.382,0,19623,2,78.5,86,88,1.044,10.414,11.844,12.021,12.035,12.018,11.997,11.948,1.038,1612,1591,336.268,115.14,181.361,61.327,52.953,120.307,86.243,77.695,38.857,51.223,242.697,93.688,283.479,212.936,11.362,158.825,54.142,1950,2375.5,1710,1940.3,52,52,91.6,96.1,10350,10196,742,16,24,16,2.591,5.575,153,5.5,
