Average Effective Clock,CPU Overall Power Consumption,GPU Power,GPU Effective Clock,FPS
3002.7,132.833,344.717,1898.5,127
3074.7,134.496,341.085,1897.4,129
3037.1,133.674,343.548,1901.8,131
2927.6,129.652,343.485,1907.2,142
2851.2,127.499,343.478,1907.1,139
2888.6,129.82,343.462,1900.6,140
2805.4,127.029,342.529,1893.4,143
2949.0,130.257,344.775,1908.3,146
2968.6,131.441,343.236,1906.6,134
2916.0,130.598,342.726,1906.9,135
2899.1,130.308,342.963,1906.5,134
2893.9,130.16,343.554,1906.7,135
2898.8,130.051,342.051,1906.6,134
2905.0,129.724,343.252,1906.7,142
2818.5,125.968,345.407,1889.2,154
2803.6,126.087,342.84,1912.9,143
2743.1,124.197,341.39,1909.2,143
2744.4,124.721,341.494,1911.2,144
2316.4,117.711,324.42,1943.7,158
2704.3,123.951,345.628,1916.4,148
2894.1,130.01,346.615,1920.4,149
2840.1,128.017,345.906,1914.7,147
2977.6,131.663,343.174,1915.5,144
2844.7,127.544,344.223,1911.3,137
2811.6,126.748,343.408,1911.0,137
2869.3,127.801,342.992,1913.0,139
3067.3,134.236,343.78,1924.0,137
2987.6,131.136,342.672,1917.8,145
2735.4,123.694,347.64,1910.0,150
2962.8,131.628,342.826,1908.7,146
3320.5,138.812,336.087,1925.4,137
3376.4,148.132,338.875,1926.7,138
2870.7,128.551,343.716,1921.6,146
2684.6,124.206,337.206,1923.2,143
2882.0,128.861,344.575,1903.6,158
2926.7,129.781,344.233,1898.7,158
2926.0,130.444,343.035,1903.6,155
3106.4,135.458,340.051,1902.1,147
3082.3,137.142,318.93,1912.3,158
2989.6,132.464,347.463,1938.3,143
3181.5,138.137,348.317,1928.0,144
3275.1,139.951,345.046,1935.1,135
2693.2,127.409,331.175,1947.2,140
3357.8,142.041,345.169,1919.0,135
3148.5,135.609,346.113,1920.2,133
3071.9,134.381,348.091,1911.0,135
3015.2,132.879,348.023,1906.1,135
2969.7,130.571,347.946,1908.6,139
2881.7,127.923,347.872,1915.7,134
2890.4,127.941,345.123,1919.7,137
2846.1,127.227,346.196,1913.0,136
2813.1,126.603,346.716,1909.8,139
2783.8,125.522,348.586,1909.2,141
2802.2,125.569,347.933,1905.6,139
2825.5,125.95,346.601,1910.6,150
2753.1,123.559,346.105,1910.3,147
2829.5,125.377,347.566,1917.8,147
2804.0,124.885,346.553,1917.0,148
2849.1,126.304,345.115,1920.0,140
2871.7,126.242,345.942,1910.3,143
2787.0,124.875,343.852,1912.6,143
2865.3,126.817,344.463,1911.3,138
2933.2,128.151,345.748,1909.4,142
2940.3,128.151,346.256,1905.3,143
2863.1,125.619,339.854,1914.0,164
2963.4,127.513,341.038,1923.6,180
2912.4,126.546,346.961,1921.6,181
3019.7,129.29,346.18,1922.4,149
3022.6,130.988,346.161,1909.0,144
2950.2,129.074,347.38,1895.0,157
2860.1,126.178,348.15,1891.4,167
2824.3,125.404,347.477,1902.4,168
2802.7,124.808,347.291,1902.6,164
2961.5,129.533,345.088,1922.9,129
3013.4,131.02,347.6,1909.6,150
2896.5,128.596,345.056,1912.6,156
2816.8,126.649,348.281,1908.5,144
2855.5,126.753,347.529,1906.0,139
2816.3,125.972,348.041,1911.7,141
2816.5,125.748,346.855,1909.9,144
2781.5,125.728,347.217,1909.6,140
2822.2,126.276,345.68,1911.3,141
2843.0,126.487,346.946,1916.6,141
2884.0,127.43,346.072,1910.9,142
2830.3,126.367,345.88,1914.5,139
2836.1,126.484,347.8,1916.9,144
2947.3,128.507,346.51,1914.2,142
2937.3,128.17,348.486,1921.7,143
2912.2,127.75,347.981,1918.9,144
2910.8,127.322,347.955,1919.9,138
2885.2,126.93,343.457,1917.6,141
2894.2,127.506,346.374,1904.6,153
2958.1,128.844,348.159,1922.8,140
2887.1,128.43,347.337,1907.3,158
2823.7,127.191,347.45,1897.7,150
2828.5,129.098,346.259,1897.4,133
2903.0,127.836,345.642,1912.2,151
2978.9,129.7,345.749,1923.7,139
2906.8,127.583,345.462,1923.3,146
2885.1,127.741,346.214,1921.8,139
2859.1,127.425,348.499,1922.4,136
2861.6,127.344,343.365,1916.8,128
2824.8,126.295,345.349,1910.0,134
2775.0,125.509,344.692,1908.3,129
2794.9,125.782,345.403,1908.0,132
2777.4,125.717,347.358,1899.3,150
2820.1,126.56,345.979,1899.5,159
2728.3,123.862,346.607,1915.9,148
2802.9,125.64,346.977,1911.8,140
2835.4,126.472,347.138,1916.0,152
2789.8,125.162,347.608,1909.9,142
2814.8,126.31,346.774,1903.9,139
2801.3,125.645,348.311,1908.8,140
2778.2,125.503,346.547,1909.4,140
2841.4,127.429,345.876,1912.7,139
2853.4,127.286,345.854,1908.8,148
3147.1,136.546,346.926,1918.3,139
2954.8,132.753,348.103,1906.4,125
2847.9,130.306,347.119,1902.3,126
2830.4,128.322,348.01,1903.0,133
2816.6,126.539,347.925,1915.9,142
2846.9,126.92,347.482,1909.1,138
2763.3,125.446,348.003,1899.5,139
2690.6,123.826,347.953,1901.9,141
2771.0,124.723,348.347,1898.5,142
2806.0,125.116,347.997,1899.6,152
2817.3,126.35,347.544,1911.0,141
2832.0,127.102,344.271,1915.1,133
2820.7,127.368,347.01,1913.6,130
2831.5,127.376,347.622,1912.5,137
2799.9,125.509,347.44,1904.9,151
2734.7,123.29,346.682,1909.5,155
2797.7,124.918,345.746,1896.5,151
2816.4,125.454,346.995,1901.1,162
2871.6,127.608,344.839,1908.6,156
2823.6,125.888,348.081,1900.9,165
2940.3,129.832,347.889,1922.0,140
2944.0,130.378,347.187,1909.5,124
3027.3,133.88,347.573,1911.5,120
3071.3,134.76,347.854,1903.1,123
3014.4,133.278,347.527,1902.2,130
2935.0,129.818,348.486,1895.2,143
2939.9,130.267,346.889,1889.0,143
2937.5,129.982,347.991,1895.1,134
2825.1,127.107,347.937,1907.3,132
2855.6,127.661,347.531,1909.0,132
2791.6,126.337,346.715,1907.9,128
2870.0,127.99,348.015,1904.4,135
2867.8,128.129,346.107,1899.1,137
2760.8,125.404,346.153,1902.3,135
2689.4,122.833,348.176,1895.5,145
2976.1,132.146,345.476,1908.9,124
2881.8,129.087,348.472,1907.9,129
2813.9,126.855,346.924,1895.7,129
2779.2,126.113,347.904,1911.1,133
2775.2,125.37,348.19,1903.0,142
2861.8,128.18,346.057,1902.7,129
2777.1,126.049,347.109,1908.5,141
2829.1,126.752,347.259,1907.8,133
2822.4,127.732,347.289,1907.0,132
2889.2,130.896,348.076,1905.7,128
2983.8,132.358,346.33,1911.7,139
2975.2,130.423,347.467,1906.1,146
3013.4,130.805,347.417,1908.5,146
2959.2,129.781,346.161,1909.3,141
2992.7,130.267,347.487,1909.2,143
2994.9,130.375,345.868,1910.5,148
2934.0,128.821,345.32,1911.0,143
2976.4,131.537,346.519,1906.4,139
2871.2,127.17,347.842,1908.2,146
2893.4,128.374,346.943,1909.0,137
2959.1,131.312,347.386,1913.1,133
2878.1,131.021,346.554,1899.5,135
2913.1,130.097,347.816,1909.7,142
2892.2,131.616,347.159,1904.8,131
2839.4,127.865,347.961,1902.2,138
2792.5,126.38,344.656,1894.9,132
2931.8,130.699,346.83,1905.9,131
3146.8,131.891,346.212,1906.9,175
3271.3,134.391,346.176,1897.6,170
3199.1,133.544,348.434,1912.1,160
3143.8,132.397,345.212,1910.6,153
3062.7,130.651,348.432,1910.5,152
3041.8,129.778,348.056,1910.2,151
2931.8,130.793,347.345,1913.5,126
2975.3,130.999,347.651,1916.0,138
3004.7,130.425,346.917,1918.1,142
2986.2,130.343,346.509,1914.1,139
2932.5,128.683,347.358,1915.0,132
2993.6,130.15,346.221,1911.8,136
3081.3,134.545,347.786,1907.8,133
3078.1,134.564,346.022,1907.5,131
3074.5,134.686,345.198,1911.6,128
3083.7,134.699,344.83,1910.4,128
3082.0,134.718,347.655,1913.1,136
3020.2,132.271,347.557,1905.6,146
2994.2,129.945,344.209,1901.0,151
2876.1,127.22,343.934,1904.7,144
2925.6,128.198,344.603,1909.1,141
2820.3,125.852,347.409,1906.6,147
2959.3,129.746,346.674,1900.7,132
3085.2,134.471,344.904,1910.7,124
3047.0,134.082,346.347,1910.6,122
3021.1,133.387,345.218,1910.9,123
3095.6,133.517,345.446,1916.4,136
3048.1,132.051,345.385,1912.3,131
2965.2,132.617,347.26,1919.0,124
2872.1,130.828,347.276,1921.6,120
2878.4,130.791,346.969,1920.7,121
2916.6,131.535,345.965,1911.4,127
2998.8,131.81,346.959,1912.1,136
3047.5,131.418,347.091,1919.8,139
2980.4,129.522,346.375,1916.3,142
2832.8,126.024,346.341,1918.3,144
2433.7,117.452,206.534,1541.3,160
3069.5,131.079,340.255,1961.8,141
3093.2,130.984,341.941,1957.5,141
2946.4,126.687,339.729,1956.8,150
3061.7,129.243,337.842,1961.8,145
3037.9,128.776,339.431,1962.1,142
3039.2,128.789,339.973,1962.2,141
3060.6,129.867,343.235,1946.4,148
3016.3,129.046,339.391,1933.2,142
2584.6,118.752,338.514,1981.9,145
2576.7,118.627,320.032,1482.9,146
2816.6,123.141,331.992,1976.3,164
2530.5,116.679,301.972,1888.7,145
3103.8,130.429,345.667,1980.4,127
3038.9,129.84,339.764,1971.7,128
2766.5,125.043,306.021,1976.2,157
2400.4,117.281,332.868,1981.6,133
2956.4,128.086,343.854,1954.7,137
3191.2,133.836,341.236,1959.5,130
3107.6,128.985,341.973,1957.7,141
3083.5,129.307,340.479,1953.8,126
3036.1,128.622,343.009,1953.4,127
3177.9,132.863,337.99,1958.6,126
3051.1,129.075,343.218,1953.8,131
2984.2,127.701,346.157,1954.0,131
3053.6,127.763,347.804,1962.9,146
2790.9,120.915,345.984,1928.2,164
2806.1,121.159,348.069,1936.6,151
2833.9,121.625,348.539,1935.0,151
2833.8,121.459,348.096,1937.8,151
2917.4,123.842,344.049,1940.9,142
2885.6,125.413,347.186,1927.7,131
2956.9,128.487,346.565,1931.9,130
3024.2,129.961,347.371,1935.2,133
3103.8,132.091,346.039,1937.7,126
2998.3,129.521,348.016,1930.8,146
2904.0,125.095,345.684,1923.9,166
2981.6,127.153,345.112,1926.7,159
3023.6,128.054,344.868,1933.0,153
3017.3,127.815,346.908,1911.7,174
2904.1,124.085,346.781,1914.1,168
2874.1,123.268,345.126,1926.3,156
2907.7,125.468,348.136,1920.8,168
2990.7,126.425,346.879,1906.6,179
3006.6,127.419,346.358,1924.9,154
3108.8,131.106,347.894,1911.7,168
3177.2,132.27,346.479,1908.7,180
3083.7,129.258,345.851,1905.4,174
3087.6,130.232,344.781,1914.0,155
3013.1,128.204,348.208,1909.5,165
2918.1,125.708,346.988,1898.2,168
2944.9,125.666,346.439,1896.2,176
2970.5,126.759,347.014,1908.9,167
3020.5,128.747,345.827,1921.1,149
2958.3,126.348,347.344,1929.9,156
2987.4,128.635,344.964,1909.4,150
2941.0,130.154,347.98,1923.8,142
2980.7,129.739,349.152,1922.5,140
2406.2,116.589,322.223,1922.9,155
2900.7,126.15,340.768,1911.8,141
2953.6,127.4,340.999,1913.3,127
3025.3,130.021,341.93,1909.6,132
3072.4,132.449,340.835,1906.8,139
2959.7,128.838,340.863,1907.5,139
3010.4,130.147,339.931,1903.1,138
2902.9,127.344,340.699,1905.1,136
2923.4,127.436,341.973,1907.0,139
2910.5,127.344,339.562,1902.6,137
2828.4,124.125,344.157,1909.3,139
2935.9,128.46,342.378,1904.3,127
2929.5,127.779,341.48,1888.6,134
2936.1,127.801,345.743,1895.4,134
3020.6,131.104,340.224,1885.8,127
2948.4,130.785,343.673,1886.0,123
2962.2,130.764,341.246,1887.2,123
2966.1,130.012,339.889,1902.4,120
3149.7,137.102,343.147,1886.1,119
2969.8,131.42,342.779,1886.4,122
2913.7,130.496,342.065,1885.9,120
2941.6,129.152,340.65,1895.5,136
2692.0,121.671,342.805,1901.9,139
2683.3,121.307,343.91,1901.9,140
2666.0,121.013,344.579,1902.2,140
2697.6,121.713,343.716,1901.8,140
2820.5,124.466,340.261,1904.0,135
3059.7,130.729,342.855,1917.4,132
2992.5,129.528,345.038,1918.0,128
3007.5,130.156,345.639,1916.2,138
3064.1,132.182,347.038,1917.4,135
2982.6,129.996,341.096,1906.6,138
3036.4,130.433,338.248,1919.7,139
3065.6,131.322,342.689,1917.4,135
2999.5,130.395,345.73,1917.1,137
2973.7,129.565,342.817,1906.9,137
3039.5,131.275,344.329,1907.7,136
2976.4,129.411,345.353,1913.2,136
2968.6,128.913,342.043,1914.0,133
2936.6,128.07,345.943,1917.4,136
2940.9,128.0,345.771,1915.4,134
2994.8,130.062,344.048,1917.2,137
2938.2,127.69,343.538,1917.3,137
3016.8,130.499,338.95,1917.3,134
3033.5,131.479,339.08,1917.3,135
2965.2,128.966,341.624,1917.2,134
2891.9,125.912,339.209,1920.2,133
2860.0,125.63,342.927,1917.2,133
2837.1,125.247,342.416,1917.6,134
2682.7,122.818,339.739,1588.9,132
2974.4,129.394,345.76,1936.1,137
2863.2,125.921,345.397,1923.4,135
3068.4,132.665,343.818,1921.9,133
3028.0,130.944,347.643,1919.5,134
3013.7,129.468,346.747,1916.0,133
3024.1,130.827,344.615,1912.5,141
3183.6,135.51,342.051,1922.6,126
3021.5,131.54,347.733,1921.9,124
2974.6,130.798,346.397,1919.9,124
3013.9,131.697,345.157,1921.9,122
2963.7,130.038,346.532,1921.2,124
2891.5,128.157,342.729,1899.8,121
2950.5,128.964,343.307,1907.2,129
3059.1,132.351,342.161,1914.8,132
2857.6,126.177,344.076,1922.0,128
2780.5,124.082,341.775,1908.9,132
2838.8,125.766,341.019,1921.8,133
2869.0,126.728,343.803,1922.2,128
2772.8,124.252,345.191,1924.6,135
2761.5,123.605,342.925,1924.6,137
2859.1,125.492,343.537,1930.3,134
3133.8,134.828,342.377,1929.8,131
2909.8,128.645,345.485,1920.1,122
2847.2,126.251,345.368,1910.9,128
2956.4,129.325,343.03,1922.5,128
3214.1,138.576,345.287,1928.6,128
3091.4,134.031,347.681,1919.7,133
3162.0,137.39,346.844,1914.1,119
2971.9,132.048,348.32,1919.3,122
3079.2,134.145,345.439,1913.5,122
2959.2,132.086,346.732,1897.9,130
3016.4,133.466,345.083,1908.8,133
3125.4,135.727,345.285,1914.7,136
2888.4,128.492,346.4,1905.3,141
2830.5,126.673,348.077,1915.6,137
2848.0,127.124,347.552,1918.9,135
2812.2,126.49,345.797,1917.0,136
2690.8,122.871,343.605,1907.1,137
2725.8,124.434,345.012,1906.8,137
2975.2,132.061,345.689,1921.3,132
2995.3,132.842,342.783,1923.1,131
2930.2,129.81,344.786,1928.6,140
2996.5,131.37,342.104,1935.5,137
3087.6,134.558,344.376,1935.1,136
3032.6,132.645,340.189,1935.6,138
3058.6,133.481,347.027,1935.0,136
2986.1,131.238,345.234,1935.1,139
2910.0,129.605,347.293,1905.1,135
2812.0,125.701,344.555,1894.2,152
2608.9,121.132,286.496,1900.0,161
2831.8,136.226,292.121,1960.0,158
2856.5,130.056,340.292,1920.9,149
2971.3,132.878,344.195,1922.7,140
2757.2,125.581,342.534,1906.6,140
2835.1,127.63,344.164,1906.9,139
2769.8,126.029,345.596,1906.3,141
2721.1,125.55,347.586,1906.2,137
2747.0,126.485,345.275,1900.0,135
3035.6,135.325,342.986,1911.1,136
3084.8,136.596,345.238,1907.7,134
3037.8,135.173,343.129,1906.2,134
2937.9,131.711,343.93,1905.9,137
2954.9,132.277,347.184,1915.5,137
3104.6,137.346,345.18,1916.1,130
2825.4,130.305,342.342,1897.5,122
2977.9,133.97,345.941,1896.1,130
2893.0,131.313,341.608,1892.9,127
2728.5,127.137,343.689,1894.1,121
2797.8,128.686,345.082,1896.0,126
2831.1,128.661,345.013,1914.2,133
2916.0,131.331,346.003,1906.1,130
2862.5,130.003,347.454,1904.6,134
2788.4,128.475,344.513,1892.2,123
2852.4,131.003,344.877,1891.1,123
2829.3,129.198,348.297,1906.2,134
2951.7,131.866,345.775,1911.3,136
2880.7,128.718,346.485,1915.2,139
3217.5,138.639,343.412,1921.5,137
3269.0,140.642,346.732,1920.3,131
3053.8,134.641,347.069,1919.9,133
3031.9,134.34,343.499,1907.1,134
3124.7,136.654,344.813,1920.7,141
2986.1,132.863,347.237,1919.3,143
3011.9,133.12,343.816,1922.1,142
3073.0,134.411,341.939,1922.7,141
3558.1,146.247,329.08,1936.4,122
3347.3,146.688,316.325,1936.8,114
3044.0,135.607,340.131,1930.3,134
3193.9,140.41,338.199,1932.6,130
3120.6,136.691,343.924,1925.9,136
3102.7,137.847,344.262,1924.8,146
3285.3,140.771,344.643,1930.4,155
3244.9,138.936,339.082,1932.1,147
3204.4,137.529,342.138,1923.0,171
3076.9,134.305,341.29,1922.1,159
3285.1,141.676,341.423,1932.5,143
3205.4,138.226,340.774,1922.5,145
3267.4,141.598,341.918,1930.0,137
3401.8,144.671,336.958,1935.6,133
3241.6,139.153,342.274,1933.4,137
3305.3,140.056,342.767,1925.9,149
3155.1,135.219,341.371,1927.9,156
3118.3,137.379,336.864,1936.1,120
3073.0,134.491,341.311,1913.5,141
2787.6,125.094,345.745,1909.0,165
2899.1,128.69,348.195,1906.4,150
3056.0,135.393,333.507,1935.3,114
3150.8,138.028,343.456,1924.7,126
3245.8,139.136,345.472,1909.4,132
3270.8,140.056,341.605,1914.3,124
3265.9,142.277,339.087,1932.1,112
3143.9,140.064,340.0,1932.0,111
3074.7,135.102,345.888,1914.4,122
2955.2,130.455,344.05,1912.1,126
3007.2,131.935,345.208,1915.7,130
3011.5,132.472,343.099,1921.9,119
2964.7,131.354,344.907,1910.1,118
2905.6,130.202,343.599,1918.0,118
2925.7,130.546,346.84,1908.1,116
3025.5,133.612,346.931,1914.9,116
2992.4,132.635,344.736,1916.0,114
3039.9,134.048,344.397,1914.7,116
3033.9,133.161,346.31,1916.9,123
2816.7,127.14,345.388,1899.4,128
2757.2,127.159,346.377,1886.0,127
2839.5,127.038,346.35,1905.8,155
2891.4,128.494,346.948,1914.8,142
2781.6,125.033,345.184,1901.3,140
2847.3,127.149,344.554,1900.0,127
2912.6,128.95,347.938,1916.3,127
2958.4,131.379,343.075,1913.0,130
3003.9,131.024,342.628,1918.4,130
2838.4,126.601,344.871,1923.2,134
2784.7,125.174,345.766,1921.6,135
2854.7,126.81,341.664,1922.8,134
2898.0,128.618,341.381,1923.9,131
2911.5,128.618,342.511,1922.7,132
2903.5,128.646,341.148,1922.9,133
2861.9,127.311,344.0,1922.0,134
2868.3,127.408,343.24,1922.2,136
2802.8,126.106,346.622,1922.2,135
2794.9,125.63,347.015,1921.3,135
2800.8,125.631,346.318,1920.9,134
2790.0,125.349,346.878,1921.9,136
2758.9,124.661,345.671,1921.7,135
2795.4,125.943,345.546,1921.8,133
2916.3,128.955,344.02,1922.6,136
2934.9,129.087,345.301,1922.1,132
2825.0,126.862,347.733,1901.7,134
2807.4,126.792,346.86,1921.4,142
2811.8,126.938,346.128,1919.0,140
2777.9,125.919,346.458,1921.2,141
2762.0,125.965,343.122,1907.4,137
2845.3,127.768,344.478,1903.0,131
2975.2,131.007,346.036,1915.5,133
2974.2,130.363,344.176,1912.6,136
2867.4,126.974,344.841,1902.2,146
2884.4,127.398,346.101,1899.1,142
2969.1,130.745,344.874,1920.1,132
2905.2,127.608,344.532,1906.9,143
2922.6,128.766,345.034,1911.8,133
2988.9,131.268,343.892,1911.9,131
2933.4,129.617,345.61,1911.0,131
2871.2,127.834,344.265,1907.8,134
2938.5,129.692,344.613,1908.6,131
2931.0,129.356,346.952,1913.8,131
2953.2,129.793,346.545,1915.8,136
2883.5,128.148,346.58,1901.0,134
2782.2,125.925,346.252,1899.8,134
2769.8,125.69,343.98,1903.3,132
2842.8,127.726,343.333,1907.5,133
2891.4,129.453,343.746,1907.1,120
2960.4,130.406,344.643,1910.3,134
2923.0,129.259,346.802,1917.7,130
2979.8,131.148,345.753,1918.5,127
3013.5,131.985,341.736,1921.6,128
3077.4,133.291,344.451,1923.9,127
3029.9,132.05,344.372,1919.7,127
3015.7,132.11,344.674,1920.3,127
2860.9,128.246,343.464,1906.5,129
2920.3,129.366,346.181,1911.8,123
2943.7,129.991,345.107,1907.6,125
2862.5,128.459,346.653,1907.1,124
2788.3,126.354,347.307,1897.0,133
2736.0,124.952,347.077,1900.2,137
2921.4,129.966,342.774,1900.2,127
2791.5,128.458,346.202,1892.5,133
2980.0,131.577,345.52,1915.5,125
3004.0,131.893,345.636,1914.3,128
2981.0,131.628,347.941,1921.9,130
2933.0,130.31,344.612,1921.4,131
2895.1,129.13,342.799,1921.6,127
2845.3,127.726,346.479,1901.2,139
2854.1,128.535,344.981,1903.5,130
2773.0,126.299,346.945,1900.7,130
2919.8,130.137,343.315,1907.0,120
3045.3,132.711,343.784,1920.6,128
3120.0,135.122,344.75,1923.5,130
3037.4,132.507,344.478,1921.8,129
3049.6,132.751,345.257,1917.3,130
3046.4,132.838,345.198,1914.5,133
2923.5,129.797,346.065,1913.4,125
2841.8,129.065,346.149,1890.9,114
2869.0,129.388,346.744,1894.2,131
2818.8,126.995,346.581,1888.8,134
2867.2,127.858,345.566,1903.4,133
2836.6,126.756,343.481,1906.7,130
2794.8,125.831,345.032,1899.4,143
2929.7,130.408,347.398,1903.0,115
2931.3,131.268,347.792,1902.2,115
2964.4,131.346,343.213,1910.0,121
2817.9,127.425,345.554,1906.7,122
2888.1,129.162,345.666,1897.7,130
2874.8,129.022,344.11,1899.0,129
2935.4,131.587,344.981,1895.6,128
2879.0,129.782,347.39,1895.6,119
2945.9,131.224,347.434,1914.2,128
3016.4,133.336,344.021,1913.7,128
3020.7,133.207,347.956,1916.6,129
3014.8,133.208,345.001,1916.1,128
3026.9,133.569,342.918,1916.0,129
3060.5,133.904,345.204,1919.3,127
2868.6,131.365,341.241,1923.0,133
2770.0,127.112,344.124,1920.5,142
2814.0,126.261,347.087,1913.7,143
2902.7,129.192,343.47,1920.0,133
3132.3,135.827,343.559,1921.9,136
2950.8,130.932,347.482,1922.6,139
2922.3,129.161,346.711,1922.7,143
3027.0,132.902,330.423,1930.5,131
3094.8,134.928,341.328,1925.3,137
2973.4,131.315,339.952,1924.5,136
2998.1,133.137,345.928,1927.7,142
2882.0,129.425,341.412,1928.1,133
3043.1,133.345,343.227,1923.2,134
3044.2,133.804,345.33,1923.0,132
2958.7,131.372,343.004,1922.5,131
3012.8,133.394,342.748,1923.1,125
2977.9,132.053,345.052,1927.3,136
2853.6,128.106,346.921,1923.2,137
2917.5,129.794,346.763,1921.0,138
3438.5,142.933,322.971,1938.8,110
3323.6,144.014,313.084,1939.9,112
3012.2,133.536,341.731,1927.9,129
3254.8,140.274,342.953,1920.9,131
3092.7,136.416,344.609,1915.3,132
3050.5,135.846,339.439,1920.7,121
2976.6,133.168,345.162,1912.8,129
2910.5,130.994,343.91,1916.6,134
2977.9,131.992,343.884,1914.3,135
3045.6,132.855,343.798,1920.0,138
2971.7,129.765,346.197,1922.8,141
3046.7,132.84,344.443,1917.7,134
3204.6,137.678,345.113,1930.2,134
2805.7,129.135,329.536,1918.5,139
3027.7,133.139,344.374,1918.0,133
2947.7,129.16,346.781,1896.0,152
2918.0,128.329,345.531,1908.4,144
2851.4,129.287,344.281,1913.3,128
3046.5,134.636,335.379,1927.4,107
3219.5,138.061,342.59,1935.7,120
3343.2,141.332,328.51,1935.6,114
3440.8,143.863,330.343,1936.1,117
3693.3,152.395,335.83,1935.9,121
3552.6,153.546,328.49,1936.5,125
3503.0,153.147,335.59,1936.6,126
3121.6,143.476,339.513,1932.0,125
2990.4,140.507,343.695,1933.3,125
2925.9,139.22,343.897,1927.7,124
2990.7,141.498,342.548,1935.3,119
2876.5,139.156,343.758,1933.8,120
2866.7,136.247,343.232,1936.2,121
2975.6,131.589,339.771,1936.0,128
3082.9,133.238,328.478,1936.0,135
3165.4,134.872,327.403,1936.6,136
3136.2,132.806,332.243,1935.9,136
3242.2,137.581,330.641,1939.1,126
3202.0,135.821,331.031,1936.5,126
3038.7,132.257,337.77,1935.6,134
3262.6,139.123,321.713,1936.0,120
3375.7,143.033,324.386,1936.6,126
3177.3,137.694,329.311,1936.7,122
3264.0,139.008,322.253,1937.1,123
3286.5,139.564,327.097,1943.2,123
3229.7,138.729,326.92,1947.1,120
3164.2,138.148,314.824,1952.7,102
3632.1,152.969,324.052,1953.2,124
3394.5,142.014,340.505,1924.2,154
3158.3,132.019,342.262,1925.5,162
3128.9,130.941,341.961,1922.9,162
3012.1,128.461,341.513,1924.3,164
2996.9,128.293,340.228,1923.0,154
2953.3,127.592,347.342,1920.8,155
2953.7,127.418,345.499,1920.0,153
2977.5,128.063,345.828,1920.6,159
3023.1,128.422,342.587,1921.9,165
2993.8,127.912,344.896,1921.6,153
2977.1,127.877,341.462,1922.1,164
3026.5,128.301,341.866,1921.1,165
2965.1,128.072,345.142,1919.6,154
2958.2,127.4,347.043,1920.7,154
2967.7,127.835,345.199,1918.0,153
2957.5,129.584,338.42,1922.9,143
2997.7,129.965,344.69,1917.7,165
2845.8,127.634,343.108,1922.2,145
2872.5,127.924,341.937,1918.2,147
2926.3,127.617,336.982,1933.0,158
2917.7,127.925,341.671,1919.3,149
2890.6,128.098,341.596,1916.9,148
2879.1,127.836,341.407,1917.5,147
2872.2,127.658,341.786,1919.5,147
3009.7,127.939,338.819,1935.2,160
3026.8,128.091,338.789,1935.5,161
2925.0,128.856,341.381,1919.6,148
2944.6,128.854,342.115,1927.2,146
2859.2,127.347,342.499,1924.2,143
2904.5,128.287,341.45,1925.2,144
2944.4,128.759,341.161,1922.3,147
3035.1,130.258,341.743,1925.3,167
3124.2,132.079,337.473,1909.7,161
3054.4,130.258,344.608,1908.0,159
3027.0,129.639,343.331,1906.5,156
3103.8,129.486,341.616,1935.2,169
3105.5,129.495,337.637,1935.5,166
3055.5,129.869,344.931,1910.2,157
3032.9,129.617,341.411,1910.1,158
3100.6,129.092,341.585,1935.1,168
3094.5,129.24,341.953,1935.0,169
3118.4,129.658,338.878,1935.4,165
3024.5,129.799,340.818,1910.0,160
3031.5,130.105,341.195,1911.5,159
3039.7,128.661,340.849,1914.5,163
3140.2,129.991,339.524,1935.3,166
3063.5,129.755,342.22,1910.2,158
3118.9,131.368,344.439,1911.9,166
3027.5,128.796,344.376,1913.9,158
3020.3,128.531,343.635,1917.5,159
3025.5,130.284,342.383,1914.5,163
3082.1,129.36,342.965,1935.0,170
3117.0,129.811,339.607,1935.0,167
3103.3,129.313,340.802,1935.0,165
3013.8,129.596,345.482,1909.1,157
3023.4,129.821,345.284,1918.5,156
3031.3,128.726,344.363,1918.5,161
3029.1,129.297,344.344,1907.1,158
3022.2,128.781,345.079,1920.0,156
3018.1,128.799,343.511,1918.3,157
3094.0,129.566,339.903,1932.6,164
3136.4,136.104,331.666,1936.8,120
3091.8,136.101,339.237,1936.8,121
3053.4,135.707,337.904,1931.9,125
2827.3,128.226,343.515,1933.1,120
2893.0,129.833,341.792,1932.7,123
3015.5,135.328,335.559,1936.7,116
2997.1,135.061,333.488,1936.8,118
3005.2,134.985,338.773,1936.9,124
3020.1,136.14,341.616,1936.5,125
3036.3,135.952,338.29,1934.5,124
3006.7,133.437,337.685,1935.6,128
2956.5,132.408,336.014,1936.5,120
2967.1,132.097,340.523,1931.8,132
2982.6,133.07,335.95,1936.2,127
3138.2,138.4,334.199,1936.0,126
3025.8,133.012,338.993,1927.0,126
2981.0,131.209,342.455,1931.2,131
2970.5,131.795,337.26,1943.5,114
3094.7,134.139,334.745,1942.8,117
3156.2,136.033,330.056,1949.0,105
3034.4,133.19,340.41,1935.4,114
3006.9,131.806,342.068,1933.1,114
3043.3,132.807,341.779,1933.4,114
3055.0,133.734,342.313,1931.2,119
2904.6,129.116,342.698,1915.1,122
2899.4,128.571,341.731,1910.0,124
2906.3,129.002,342.558,1913.8,120
